time,V,R
0.0,-0.9467639165245784,1.0515763708523858
0.125,-0.7968888478521264,1.0758359285422139
0.25,-0.6189236700132403,1.0925372541321656
0.375,-0.39109120882962256,1.1002551828780647
0.5,-0.08156770872637054,1.0963910443932119
0.625,0.35129697481691846,1.0767099948824281
0.75,0.9141523500983494,1.0357901199578865
0.875,1.4734014562721136,0.9707825180423564
1.0,1.8332377345764401,0.8869118662128685
1.125,1.9759144640712234,0.7941713914807695
1.25,2.007336073067194,0.6999202439140461
1.375,1.997647371555625,0.6072834534878634
1.5,1.974363294039705,0.5173038672644931
1.625,1.946270711779287,0.43026651718247566
1.75,1.9164603015671349,0.3462877924650099
1.875,1.8860159307994415,0.26524411349253774
2.0,1.8554332045331223,0.1872559670065653
2.125,1.8240513709465516,0.11209453661596895
2.25,1.7926276446534823,0.03984112127925903
2.375,1.760876464355606,-0.029553514892025748
2.5,1.7288924347105108,-0.09616657925680533
2.625,1.6963203954089299,-0.16006992397422842
2.75,1.663441570903574,-0.2212530340536905
2.875,1.630074156764222,-0.27978524296045876
3.0,1.59625323525539,-0.3356588969173522
3.125,1.5616223103760103,-0.38900106506879467
3.25,1.5265031663344157,-0.43964654643162865
3.375,1.4905504952279724,-0.48784113338863827
3.5,1.4537453893169208,-0.533388001749814
3.625,1.4158607622983197,-0.5764712754935217
3.75,1.3768042159062628,-0.6170054317706252
3.875,1.3364378345384929,-0.6549813702785299
4.0,1.2946228450479298,-0.690457903703771
4.125,1.2505879684563612,-0.7233952662616491
4.25,1.2045199195093153,-0.7536718785974402
4.375,1.1556084484396976,-0.7813115802672274
4.5,1.1033054452734645,-0.8062224010492868
4.625,1.0469758915545744,-0.8283037266745974
4.75,0.9849307491218228,-0.8473478490577742
4.875,0.9161707945531232,-0.8632321400345557
5.0,0.8378151235648913,-0.8756495365795639
5.125,0.7465051116833202,-0.8841637278695315
5.25,0.6368995425755783,-0.8882120541147542
5.375,0.5003464367500301,-0.8868709274499208
5.5,0.3232967745592925,-0.87887364245824
5.625,0.0842723463011918,-0.8622206282194069
5.75,-0.24580891735326035,-0.833726346859665
5.875,-0.6866903517115884,-0.7891630422354338
6.0,-1.1856081363118416,-0.7248158764871387
6.125,-1.5928027002206686,-0.6417954524775911
6.25,-1.812653995648233,-0.5468443079378188
6.375,-1.8888395805317413,-0.4477039126460295
6.5,-1.8965667912072244,-0.34903207929762586
6.625,-1.876796660639578,-0.2526624985767144
6.75,-1.846373739526594,-0.15940338141166643
6.875,-1.8115019209646892,-0.06945877943074054
7.0,-1.7744709716354885,0.017088193415904576
7.125,-1.736078915642611,0.10031662978360477
7.25,-1.6965715516386597,0.18013432790031242
7.375,-1.6559684547722444,0.2565926154479031
7.5,-1.614398319280759,0.32977586217267113
7.625,-1.5713385035269452,0.3996115680329814
7.75,-1.5269218164739176,0.4661363592206914
7.875,-1.4806433682952385,0.5293864792890347
8.0,-1.4325913463477868,0.5893018436632236
8.125,-1.3822128082974303,0.6458932864851081
8.25,-1.3290128277807378,0.6991556179299909
8.375,-1.2723610994270518,0.7489674165223521
8.5,-1.2115695941266929,0.7951821991782748
8.625,-1.1453840116442053,0.8378014068069355
8.75,-1.0723434465355637,0.8765493470434003
8.875,-0.9902175530992008,0.9111373354544398
9.0,-0.8956980405222869,0.9412602064101011
9.125,-0.7837437222224175,0.9663641708017287
9.25,-0.6462541950121576,0.9856196049645638
9.375,-0.47014168717824323,0.9977549363052396
9.5,-0.23340227267339264,1.0008685075917803
9.625,0.09693948336199502,0.991844815220893
9.75,0.5555306540234883,0.9660258257955424
9.875,1.1115764027281996,0.91848034013214
10.0,1.596956690153828,0.8488288971469427
10.125,1.8673488022707547,0.7641078798549213
10.25,1.9619579435945773,0.6735702041525671
10.375,1.9762753202705465,0.5828514208108734
10.5,1.9615667178511103,0.49402722534676186
10.625,1.9365404395831693,0.40796285626217155
10.75,1.9078418146687268,0.32477532978353785
10.875,1.87791026776466,0.24456223311457098
11.0,1.847001042746038,0.16727609361392534
11.125,1.8158852103680048,0.09292060905512084
11.25,1.7844057780950446,0.02138129194209218
11.375,1.7525904413395015,-0.04732732147805763
11.5,1.7203650868201046,-0.11323442397490953
11.625,1.6877742156702704,-0.17639433459178644
11.75,1.6547239511531906,-0.236896783009327
11.875,1.6211868680396624,-0.29473924545285113
12.0,1.587170661850205,-0.3499331432062446
12.125,1.5524379241648822,-0.4026003885415942
12.25,1.5170444936060619,-0.4525868261386643
12.375,1.4809951002914705,-0.5000463279105828
12.5,1.4439755385784199,-0.5449677814846001
12.625,1.4058808785704822,-0.5873816959705249
12.75,1.3665222538930621,-0.6272711998188532
12.875,1.3257982441743854,-0.6646002702735344
13.0,1.283546771203016,-0.6993946818717646
13.125,1.2390829484199333,-0.7316387765942566
13.25,1.1923666492368898,-0.7612811781645255
13.375,1.1427372145063803,-0.7881996400366126
13.5,1.0898899622956046,-0.8124137029201541
13.625,1.0319564276233641,-0.8337464228683573
13.75,0.9684904784161077,-0.8520307622588768
13.875,0.8973023107458499,-0.8670632494777885
14.0,0.8162630871099013,-0.8785348051962123
14.125,0.7205907555589022,-0.885990164329117
14.25,0.6050129811234867,-0.8887433869251361
14.375,0.45960046370625024,-0.885870332395377
14.5,0.2688921132597365,-0.8758678290581722
14.625,0.009552266313096854,-0.856520571221209
14.75,-0.34876009417487946,-0.8242708204367043
14.875,-0.8145595878544049,-0.7748133960010095
15.0,-1.3058985542890744,-0.7052272028060995
15.125,-1.6676897928844774,-0.6183684936514338
15.25,-1.8427348244346395,-0.5216269803107286
15.375,-1.8952054853180285,-0.4223439352481669
15.5,-1.8932132785534428,-0.32404523686724795
15.625,-1.8696969682293472,-0.2284508156622437
15.75,-1.837797424445867,-0.13597666437723022
15.875,-1.8021621906792702,-0.04690432692281389
16.0,-1.7648132845736422,0.038805664279192874
16.125,-1.7260107366388002,0.12118017522285772
16.25,-1.6862212789145727,0.20009815724255026
16.375,-1.6452638042181578,0.2757524098022639
16.5,-1.6032237428733527,0.34812005975979826
16.625,-1.5598226603507728,0.4170343234843312
16.75,-1.5151965644512866,0.4827461127786667
16.875,-1.4685287148649255,0.5451578076697887
17.0,-1.4198310452243568,0.6042542119972206
17.125,-1.3687076772842903,0.6599573084281863
17.25,-1.314682828433861,0.7123666877793148
17.375,-1.2570706391428867,0.7612524031215461
17.5,-1.1949205553525792,0.8065430922773971
17.625,-1.1270036669174455,0.8481565007453835
17.75,-1.0517370842095837,0.8858357759919114
17.875,-0.9665877882936069,0.9193097940881173
18.0,-0.8681410753870313,0.9481874201860921
18.125,-0.750064954039303,0.9718484658406032
18.25,-0.6037050493219642,0.9893473987020341
18.375,-0.4136232444154034,0.9993123379687022
18.5,-0.15552475573641103,0.9995137092408133
18.625,0.2067311897161399,0.9864566584157767
18.75,0.698847262731057,0.9552221723446955
18.875,1.2537516651266767,0.9015603096096045
19.0,1.6878912517122044,0.8271450837735538
19.125,1.9033436792855798,0.7401312442070489
19.25,1.96987917163167,0.6491950797086338
19.375,1.9738622317860521,0.5588696469880164
19.5,1.9553077202669111,0.47077235295489855
19.625,1.9290682505110686,0.3854357805863553
19.75,1.8999232572550835,0.3030338542400865
19.875,1.8694983161292817,0.22359246507947284
20.0,1.8388565319481416,0.14706341841552026
